Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,__START_AT,__END_AT
001fj00001UnaokAAB,false,null,GenePoint,Customer - Channel,null,"345 Shoreline Park
Mountain View, CA 94043
USA",Mountain View,CA,null,United States,CA,US,null,null,null,"345 Shoreline Park
Mountain View, CA 94043
USA",null,null,null,null,null,null,null,null,null,(650) 867-3450,(650) 867-9895,CC978213,www.genepoint.com,/services/images/photo/001fj00001UnaokAAB,3712,Biotechnology,30000000.00000000000000000000,265,Private,null,Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs,Cold,null,005fj00000JPHp8AAH,2026-07-20T10:24:12.000Z,005fj00000JPHp8AAH,2026-07-20T10:24:12.000Z,005fj00000JPHp8AAH,2026-07-20T10:24:12.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,Low,Bronze,Yes,1,Yes,7324,2027-02-12,2026-07-20T10:24:12.000Z,null
001fj00001UnaolAAB,false,null,sForce,null,null,The Landmark @ One Market,San Francisco,CA,94087,US,CA,US,null,null,null,null,null,null,null,null,null,null,null,null,null,(415) 901-7000,(415) 901-7002,null,www.sforce.com,/services/images/photo/001fj00001UnaolAAB,null,null,null,null,null,null,null,null,null,005fj00000JPHp8AAH,2026-07-20T10:24:12.000Z,005fj00000JPHp8AAH,2026-07-20T10:24:12.000Z,005fj00000JPHp8AAH,2026-07-20T10:24:12.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-20T10:24:12.000Z,null
001fj00001UnaomAAB,false,null,Sample Account for Entitlements,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,/services/images/photo/001fj00001UnaomAAB,null,null,null,null,null,null,null,null,null,005fj00000JPKQQAA5,2026-07-20T10:24:12.000Z,005fj00000JPKQQAA5,2026-07-20T10:24:12.000Z,005fj00000JPKQQAA5,2026-07-20T10:24:12.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-20T10:24:12.000Z,null
001fj00001ZjmwhAAB,false,null,Royal Bazaar Pvt Ltd 1,Customer - Channel,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://royalbazaar1.com,/services/images/photo/001fj00001ZjmwhAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwiAAB,false,null,Value Enterprises Pvt Ltd 2,Customer - Channel,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://valueenterprises2.com,/services/images/photo/001fj00001ZjmwiAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwjAAB,false,null,Smart Bazaar Pvt Ltd 3,Customer - Direct,null,null,Hyderabad,Telangana,null,India,TG,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://smartbazaar3.com,/services/images/photo/001fj00001ZjmwjAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwkAAB,false,null,Fresh Stores Pvt Ltd 4,Customer - Channel,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://freshstores4.com,/services/images/photo/001fj00001ZjmwkAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwlAAB,false,null,Global Traders Pvt Ltd 5,Customer - Direct,null,null,Chennai,Tamil Nadu,null,India,TN,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://globaltraders5.com,/services/images/photo/001fj00001ZjmwlAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwmAAB,false,null,Smart Outlet Pvt Ltd 6,Customer - Channel,null,null,Jaipur,Rajasthan,null,India,RJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://smartoutlet6.com,/services/images/photo/001fj00001ZjmwmAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwnAAB,false,null,Prime Mart Pvt Ltd 7,Customer - Channel,null,null,Lucknow,Uttar Pradesh,null,India,UP,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://primemart7.com,/services/images/photo/001fj00001ZjmwnAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwoAAB,false,null,Metro Bazaar Pvt Ltd 8,Customer - Direct,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://metrobazaar8.com,/services/images/photo/001fj00001ZjmwoAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwpAAB,false,null,Fresh Bazaar Pvt Ltd 9,Customer - Direct,null,null,Hyderabad,Telangana,null,India,TG,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://freshbazaar9.com,/services/images/photo/001fj00001ZjmwpAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwqAAB,false,null,Fresh Bazaar Pvt Ltd 10,Customer - Channel,null,null,Mumbai,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://freshbazaar10.com,/services/images/photo/001fj00001ZjmwqAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwrAAB,false,null,Value Mart Pvt Ltd 11,Customer - Direct,null,null,Mumbai,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://valuemart11.com,/services/images/photo/001fj00001ZjmwrAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwsAAB,false,null,Metro Shop Pvt Ltd 12,Customer - Channel,null,null,Chennai,Tamil Nadu,null,India,TN,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://metroshop12.com,/services/images/photo/001fj00001ZjmwsAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwtAAB,false,null,Global Retail Pvt Ltd 13,Customer - Direct,null,null,Delhi,Delhi,null,India,DL,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://globalretail13.com,/services/images/photo/001fj00001ZjmwtAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwuAAB,false,null,Fresh Mart Pvt Ltd 14,Customer - Direct,null,null,Ahmedabad,Gujarat,null,India,GJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://freshmart14.com,/services/images/photo/001fj00001ZjmwuAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwvAAB,false,null,Global Enterprises Pvt Ltd 15,Customer - Direct,null,null,Jaipur,Rajasthan,null,India,RJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,4567,null,null,https://globalenterprises15.com,/services/images/photo/001fj00001ZjmwvAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-08-02T15:54:34.000Z,005fj00000Ji4eTAAR,2026-08-02T15:54:34.000Z,null,2026-08-12T08:19:51.000Z,2026-08-12T08:19:51.000Z,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-08-02T15:54:34.000Z,null
001fj00001ZjmwwAAB,false,null,Urban Mart Pvt Ltd 16,Customer - Direct,null,null,Chennai,Tamil Nadu,null,India,TN,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://urbanmart16.com,/services/images/photo/001fj00001ZjmwwAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwxAAB,false,null,Global Enterprises Pvt Ltd 17,Customer - Direct,null,null,Mumbai,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://globalenterprises17.com,/services/images/photo/001fj00001ZjmwxAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwyAAB,false,null,Metro Stores Pvt Ltd 18,Customer - Channel,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://metrostores18.com,/services/images/photo/001fj00001ZjmwyAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmwzAAB,false,null,Elite Wholesale Pvt Ltd 19,Customer - Channel,null,null,Lucknow,Uttar Pradesh,null,India,UP,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://elitewholesale19.com,/services/images/photo/001fj00001ZjmwzAAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx0AAB,false,null,Global Mart Pvt Ltd 20,Customer - Direct,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://globalmart20.com,/services/images/photo/001fj00001Zjmx0AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx1AAB,false,null,Metro Enterprises Pvt Ltd 21,Customer - Channel,null,null,Jaipur,Rajasthan,null,India,RJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://metroenterprises21.com,/services/images/photo/001fj00001Zjmx1AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx2AAB,false,null,Elite Enterprises Pvt Ltd 22,Customer - Channel,null,null,Lucknow,Uttar Pradesh,null,India,UP,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://eliteenterprises22.com,/services/images/photo/001fj00001Zjmx2AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx3AAB,false,null,Modern Outlet Pvt Ltd 23,Customer - Direct,null,null,Mumbai,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://modernoutlet23.com,/services/images/photo/001fj00001Zjmx3AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx4AAB,false,null,Mega Stores Pvt Ltd 24,Customer - Direct,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://megastores24.com,/services/images/photo/001fj00001Zjmx4AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
